"法人番号","商号または名称","商号または名称（カナ）","商号または名称（英字）","登記記録の閉鎖等年月日","登記記録の閉鎖等の事由","登記住所","郵便番号","都道府県","都道府県コード","市区町村（郡）","市区町村コード","番地以下","組織種別","処理区分","訂正区分","状態","代表者名称","資本金","従業員数","企業規模詳細(男性)","企業規模詳細(女性)","事業概要","WebサイトURL","創業年","事業種目","設立年月日","全省庁統一資格-資格等級","全省庁統一資格-営業品目","更新年月日","キー情報","データ品質","データ品質-代表者名称","データ品質-資本金","データ品質-従業員数","データ品質-企業規模詳細(男性)","データ品質-企業規模詳細(女性)","データ品質-事業概要","データ品質-WebサイトURL","データ品質-創業年","データ品質-事業種目","データ品質-設立年月日","データ品質-全省庁統一資格-資格等級","データ品質-全省庁統一資格-営業品目","出典元","出典元-代表者名称","出典元-資本金","出典元-従業員数","出典元-企業規模詳細(男性)","出典元-企業規模詳細(女性)","出典元-事業概要","出典元-WebサイトURL","出典元-創業年","出典元-事業種目","出典元-設立年月日","出典元-全省庁統一資格-資格等級","出典元-全省庁統一資格-営業品目","データ取込頻度","データ取込頻度-代表者名称","データ取込頻度-資本金","データ取込頻度-従業員数","データ取込頻度-企業規模詳細(男性)","データ取込頻度-企業規模詳細(女性)","データ取込頻度-事業概要","データ取込頻度-WebサイトURL","データ取込頻度-創業年","データ取込頻度-事業種目","データ取込頻度-設立年月日","データ取込頻度-全省庁統一資格-資格等級","データ取込頻度-全省庁統一資格-営業品目","最終取得日","最終取得日-代表者名称","最終取得日-資本金","最終取得日-従業員数","最終取得日-企業規模詳細(男性)","最終取得日-企業規模詳細(女性)","最終取得日-事業概要","最終取得日-WebサイトURL","最終取得日-創業年","最終取得日-事業種目","最終取得日-設立年月日","最終取得日-全省庁統一資格-資格等級","最終取得日-全省庁統一資格-営業品目","最終更新日","最終更新日-代表者名称","最終更新日-資本金","最終更新日-従業員数","最終更新日-企業規模詳細(男性)","最終更新日-企業規模詳細(女性)","最終更新日-事業概要","最終更新日-WebサイトURL","最終更新日-創業年","最終更新日-事業種目","最終更新日-設立年月日","最終更新日-全省庁統一資格-資格等級","最終更新日-全省庁統一資格-営業品目"
"7430002057105","有限会社長澤設備","ナガサワセツビ","","","","北海道磯谷郡蘭越町字大谷２９５番地２","0481305","北海道","01","磯谷郡蘭越町","394","字大谷２９５番地２","302","12","1","","代表取締役　長澤　茂樹","","","","","","","","","1999-03-19","||C|B","308|309|315|402","2018-10-12","7430002057105","政府連携データ","政府連携データ","","","","","","","","","政府連携データ","政府連携データ","政府連携データ","法人番号公表サイト","GEPS","","","","","","","","","GEPS","GEPS","GEPS","日次","日次","","","","","","","","","日次","日次","日次","2025-12-05","2026-03-12","","","","","","","","","2026-03-12","2026-03-12","2026-03-12","2025-12-05","2026-03-12","","","","","","","","","2026-03-12","2026-03-12","2026-03-12"
"7430002057245","有限会社村上電気","","","","","北海道虻田郡倶知安町字岩尾別１３５番地","0440082","北海道","01","虻田郡倶知安町","400","字岩尾別１３５番地","302","01","0","","","","","","","","","","","","","","2015-10-30","7430002057245","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002057410","有限会社安藤電気工業","","","","","北海道古宇郡泊村大字堀株村６７番地","0450201","北海道","01","古宇郡泊村","403","大字堀株村６７番地","302","01","0","","","","","","","","","","","","","","2015-10-30","7430002057410","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002057550","有限会社佐々木住宅設備","ササキジュウタクセツビ","","2023-04-14","01","北海道岩内郡共和町梨野舞納２５５番地５８","0450031","北海道","01","岩内郡共和町","401","梨野舞納２５５番地５８","302","21","0","閉鎖","","","","","","","","","","","","","2023-05-10","7430002057550","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002057559","株式会社昭和設備","ショウワセツビ","","","","北海道岩内郡岩内町字野束１６２番地の２４","0450024","北海道","01","岩内郡岩内町","402","字野束１６２番地の２４","301","11","0","","","","","","","","","","","","","","2018-04-16","7430002057559","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002058185","有限会社大嶽設備","","","","","北海道苫小牧市しらかば町６丁目２６番２１号","0530821","北海道","01","苫小牧市","213","しらかば町６丁目２６番２１号","302","01","0","","","","","","","","","","","","","","2015-10-30","7430002058185","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002058375","川久保通信有限会社","","","","","北海道苫小牧市啓北町２丁目９番６号","0530854","北海道","01","苫小牧市","213","啓北町２丁目９番６号","302","01","0","","","","","","","","","","","","","","2015-10-30","7430002058375","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002059118","有限会社田中電気","","","","","北海道苫小牧市川沿町２丁目３番２７号","0530822","北海道","01","苫小牧市","213","川沿町２丁目３番２７号","302","01","0","","","","","","","","","","","","","","2015-10-30","7430002059118","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002059209","有限会社中央住宅設備","","","","","北海道苫小牧市明徳町３丁目３番１４号","0591273","北海道","01","苫小牧市","213","明徳町３丁目３番１４号","302","01","0","","","","","","","","","","","","","","2015-10-30","7430002059209","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002059308","トマスズ電気有限会社","トマスズデンキ","","","","北海道苫小牧市字糸井４０２番地３７","0530814","北海道","01","苫小牧市","213","字糸井４０２番地３７","302","12","0","","","","","","","","","","","","","","2021-04-13","7430002059308","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002059472","有限会社中山設備工業","ナカヤマセツビコウギョウ","","","","北海道苫小牧市澄川町５丁目１２番１２号","0591271","北海道","01","苫小牧市","213","澄川町５丁目１２番１２号","302","01","1","","","","","","","","","","","","","","2019-01-29","7430002059472","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002059506","西村電力設備工事有限会社","ニシムラデンリョクセツビコウジ","","","","北海道苫小牧市豊川町３丁目２６番１号","0530831","北海道","01","苫小牧市","213","豊川町３丁目２６番１号","302","12","1","","","","","","","","","","","","","","2021-04-23","7430002059506","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002060975","有限会社小寺電気","","","","","北海道勇払郡厚真町表町６番地","0591602","北海道","01","勇払郡厚真町","581","表町６番地","302","01","0","","","","","","","","","","","","","","2015-10-30","7430002060975","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002061247","有限会社イズミ電気工事","イズミデンキコウジ","","2024-07-11","01","北海道苫小牧市ときわ町４丁目２０番２３号","0591261","北海道","01","苫小牧市","213","ときわ町４丁目２０番２３号","302","21","0","閉鎖","","","","","","","","","","","","","2024-07-19","7430002061247","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002063152","有限会社浅川電気商会","","","","","北海道伊達市有珠町６番地の６５","0590151","北海道","01","伊達市","233","有珠町６番地の６５","302","01","0","","","","","","","","","","","","","","2015-10-30","7430002063152","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002063648","有限会社齊藤設備工業","サイトウセツビコウギョウ","","","","北海道虻田郡洞爺湖町洞爺湖温泉１８７番地","0495721","北海道","01","虻田郡洞爺湖町","584","洞爺湖温泉１８７番地","302","01","1","","","","","","","","","","","","","","2024-05-16","7430002063648","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002063813","有限会社アクティブ室電工業","","","2018-02-28","01","北海道室蘭市宮の森町４丁目２３番１２号","0500073","北海道","01","室蘭市","205","宮の森町４丁目２３番１２号","302","21","0","閉鎖","","","","","","","","","","","","","2018-03-06","7430002063813","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002064084","有限会社協和電設","キョウワデンセツ","","","","北海道室蘭市八丁平３丁目１４番１５号","0500061","北海道","01","室蘭市","205","八丁平３丁目１４番１５号","302","01","1","","","","","","","","","","","","","","2018-10-11","7430002064084","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002064225","有限会社佐藤電気工事","サトウデンキコウジ","","","","北海道室蘭市寿町２丁目１０番１７号","0500082","北海道","01","室蘭市","205","寿町２丁目１０番１７号","302","01","1","","","","","","","","","","","","","","2019-06-11","7430002064225","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002064563","道南通信サービス有限会社","","","","","北海道室蘭市東町４丁目５番３号","0500083","北海道","01","室蘭市","205","東町４丁目５番３号","302","01","0","","","","","","","","","","","","","","2015-10-30","7430002064563","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002064836","有限会社北力電気工事社","","","","","北海道室蘭市小橋内町１丁目１７番２３号","0510033","北海道","01","室蘭市","205","小橋内町１丁目１７番２３号","302","01","0","","","","","","","","","","","","","","2015-10-30","7430002064836","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002065388","有限会社白田電気商会","","","2017-09-22","01","北海道登別市登別東町１丁目１２番地１５","0590464","北海道","01","登別市","230","登別東町１丁目１２番地１５","302","21","0","閉鎖","","","","","","","","","","","","","2017-09-26","7430002065388","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002065462","有限会社電気工作業の鈴木","デンキコウサクギョウノスズキ","","2022-04-14","01","北海道登別市若山町２丁目１番地１０","0590026","北海道","01","登別市","230","若山町２丁目１番地１０","302","21","0","閉鎖","","","","","","","","","","","","","2022-05-16","7430002065462","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002065537","有限会社登別電工","","","","","北海道登別市富士町１丁目１６番地１５","0590014","北海道","01","登別市","230","富士町１丁目１６番地１５","302","12","0","","","","","","","","","","","","","","2017-04-11","7430002065537","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002065545","畠山電設有限会社","","","2022-01-20","21","北海道登別市富岸町２丁目４０番地９","0590028","北海道","01","登別市","230","富岸町２丁目４０番地９","302","21","0","閉鎖","","","","","","","","","","","","","2022-01-20","7430002065545","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430002066080","有限会社大和設備","","","","","北海道虻田郡洞爺湖町入江１７５番地１０４","0495603","北海道","01","虻田郡洞爺湖町","584","入江１７５番地１０４","302","01","0","","","","","","","","","","","","","","2015-10-30","7430002066080","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430003000179","ヤマト北海防災設備合資会社","","","","","北海道札幌市手稲区新発寒七条８丁目７番３号","0060807","北海道","01","札幌市手稲区","109","新発寒七条８丁目７番３号","304","01","0","","","","","","","","","","","","","","2015-10-30","7430003000179","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430003000749","合資会社アド情報通信システム","","","","","北海道札幌市西区西野一条２丁目８番１８号","0630031","北海道","01","札幌市西区","107","西野一条２丁目８番１８号","304","01","0","","","","","","","","","","","","","","2015-10-30","7430003000749","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430003003966","銘高電設合同会社","","","","","北海道札幌市厚別区大谷地東４丁目３番１３－２０１号","0040041","北海道","01","札幌市厚別区","108","大谷地東４丁目３番１３－２０１号","305","01","0","","","","","","","","","","","","","","2015-10-30","7430003003966","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430003006267","経電工合同会社","","","","","北海道札幌市清田区平岡三条３丁目８番１０号","0040873","北海道","01","札幌市清田区","110","平岡三条３丁目８番１０号","305","01","0","","","","","","","","","","","","","","2015-10-30","7430003006267","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430003007100","さがわ電気工事合同会社","","","","","北海道札幌市北区新琴似五条１２丁目３番２１号","0010905","北海道","01","札幌市北区","102","新琴似五条１２丁目３番２１号","305","01","0","","","","","","","","","","","","","","2015-10-30","7430003007100","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430003007728","合同会社大気調和設備","","","","","北海道札幌市清田区美しが丘三条５丁目４番１０号","0040813","北海道","01","札幌市清田区","110","美しが丘三条５丁目４番１０号","305","01","0","","","","","","","","","","","","","","2016-07-13","7430003007728","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430003016803","新翔電気合同会社","シンショウデンキ","","","","北海道江別市大麻泉町６番地の１","0690864","北海道","01","江別市","217","大麻泉町６番地の１","305","01","0","","","","","","","","","","","","","","2024-09-27","7430003016803","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430005005044","一般社団法人北海道冷凍設備保安協会","ホッカイドウレイトウセツビホアンキョウカイ","","","","北海道札幌市中央区北三条西２丁目８番地","0600003","北海道","01","札幌市中央区","101","北三条西２丁目８番地","399","01","1","","","","","","","","","","","","","","2018-06-08","7430005005044","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430005006819","日本電気産業労働組合道中支部","","","","","北海道岩見沢市六条西２丁目","0680026","北海道","01","岩見沢市","210","六条西２丁目","399","01","0","","","","","","","","","","","","","","2015-10-30","7430005006819","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430005007610","一般社団法人北海道冷凍空調設備工業会","ホッカイドウレイトウクウチョウセツビコウギョウカイ","","","","北海道札幌市中央区大通西１８丁目１番地２７","0600042","北海道","01","札幌市中央区","101","大通西１８丁目１番地２７","399","01","1","","","","","","","","","","","","","","2019-02-13","7430005007610","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430005011439","一般社団法人北海道設備設計事務所協会","ホッカイドウセツビセッケイジムショキョウカイ","","","","北海道札幌市北区北六条西６丁目２番地","0600806","北海道","01","札幌市北区","102","北六条西６丁目２番地","399","12","0","","","","","","","","","","","","","","2022-02-28","7430005011439","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430005012206","一般財団法人北海道高等学校安全互助会","ホッカイドウコウトウガッコウアンゼンゴジョカイ","","","","北海道札幌市中央区北五条西６丁目１番第二北海道通信ビル","0600005","北海道","01","札幌市中央区","101","北五条西６丁目１番第二北海道通信ビル","399","01","1","","","","","","","","","","","","","","2019-06-25","7430005012206","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7430005012305","学校法人恭敬学園","キョウケイガクエン","","","","北海道余市郡仁木町東町５丁目４番地１","0482411","北海道","01","余市郡仁木町","407","東町５丁目４番地１","399","01","1","","理事長　坂井　直樹","","46","25","21","通信制高校の経営","","","O:教育、学習支援業","","","","2018-06-13","7430005012305","政府連携データ","政府連携データ","","","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","","","","法人番号公表サイト","職場情報総合サイト","","","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","","","","日次","日次","","","日次","日次","日次","日次","日次","日次","","","","2025-12-05","2026-02-13","","","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","","","","2025-12-05","2026-02-13","","","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","","",""
"7440001000287","大西設備工業株式会社","","","2025-01-21","21","北海道函館市末広町６番１２号","0400053","北海道","01","函館市","202","末広町６番１２号","301","21","0","閉鎖","","","","","","","","","","","","","2025-01-22","7440001000287","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7440001000386","梶原電気工業株式会社","カジワラデンキコウギョウ","","","","北海道函館市西桔梗町８２５番地の１２","0410824","北海道","01","函館市","202","西桔梗町８２５番地の１２","301","01","1","","代表取締役　佐々木　猛","","15","","","電気工事業、電気通信工事業、消防施設工事業","https://www.kajiden.com/","","D:建設業","1955-04-19","|D|D|","216|315","2019-05-20","7440001000386","政府連携データ","政府連携データ","","","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","政府連携データ","法人番号公表サイト","職場情報総合サイト","","","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","職場情報総合サイト","GEPS","GEPS","GEPS","日次","日次","","","日次","日次","日次","日次","日次","日次","日次","日次","日次","2025-12-05","2026-02-13","","","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-03-12","2026-03-12","2026-03-12","2025-12-05","2026-02-13","","","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-02-13","2026-03-12","2026-03-12","2026-03-12"
"7440001000758","クドウホーム設備工業株式会社","","","2018-01-19","21","北海道松前郡松前町字松城２５５番地","0491511","北海道","01","松前郡松前町","331","字松城２５５番地","301","21","0","閉鎖","","","","","","","","","","","","","2018-01-22","7440001000758","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7440001000790","車谷電気株式会社","","","2016-08-30","01","北海道函館市鍛治１丁目２５番２４号","0410852","北海道","01","函館市","202","鍛治１丁目２５番２４号","301","21","0","閉鎖","","","","","","","","","","","","","2016-08-31","7440001000790","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7440001000907","三立電気株式会社","","","","","北海道函館市宮前町２番７号","0400073","北海道","01","函館市","202","宮前町２番７号","301","01","0","","","","","","","","","","","","","","2015-10-30","7440001000907","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7440001001277","株式会社対馬電設","ツシマデンセツ","","","","北海道函館市亀田港町９番１７号","0410822","北海道","01","函館市","202","亀田港町９番１７号","301","01","1","","代表取締役　對馬　豊四郎","","","","","","","","","1990-01-20","|D|D|","216|217|221|309","2019-07-09","7440001001277","政府連携データ","政府連携データ","","","","","","","","","政府連携データ","政府連携データ","政府連携データ","法人番号公表サイト","GEPS","","","","","","","","","GEPS","GEPS","GEPS","日次","日次","","","","","","","","","日次","日次","日次","2025-12-05","2026-03-12","","","","","","","","","2026-03-12","2026-03-12","2026-03-12","2025-12-05","2026-03-12","","","","","","","","","2026-03-12","2026-03-12","2026-03-12"
"7440001001525","日東電気工事株式会社","ニットウデンキコウジ","","","","北海道函館市昭和４丁目１３番１号","0410812","北海道","01","函館市","202","昭和４丁目１３番１号","301","01","1","","","","","","","","","","","","","","2019-03-29","7440001001525","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7440001001847","株式会社原田設備工業","ハラダセツビコウギョウ","","","","北海道松前郡松前町字江良７１５番地","0491771","北海道","01","松前郡松前町","331","字江良７１５番地","301","01","1","","","","","","","","","","","","","","2018-07-24","7440001001847","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7440001002093","株式会社本庄電気","ホンジョウデンキ","","","","北海道北斗市久根別１丁目１３番５号","0490121","北海道","01","北斗市","236","久根別１丁目１３番５号","301","01","1","","","","","","","","","","","","","","2018-05-02","7440001002093","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7440001005807","マツモト電設株式会社","マツモトデンセツ","","","","北海道亀田郡七飯町大川９丁目１６番６号","0411122","北海道","01","亀田郡七飯町","337","大川９丁目１６番６号","301","01","1","","","","","","","","","","","","","","2022-12-09","7440001005807","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7440001006012","山崎電気商会株式会社","ヤマザキデンキショウカイ","","","","北海道山越郡長万部町字長万部１３４番地","0493521","北海道","01","山越郡長万部町","347","字長万部１３４番地","301","01","1","","","","","","","","","","","","","","2020-06-15","7440001006012","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7440001006185","野村設備工業株式会社","ノムラセツビコウギョウ","","","","北海道茅部郡森町字森川町２６０番地２","0492313","北海道","01","茅部郡森町","345","字森川町２６０番地２","301","12","1","","","","","","","","","","","","","","2021-01-21","7440001006185","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7440001007522","株式会社北斗設備","","","","","北海道北斗市東浜２丁目５番２号","0490122","北海道","01","北斗市","236","東浜２丁目５番２号","301","01","0","","","","","","","","","","","","","","2015-10-30","7440001007522","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7440001008025","ケイエス総合設備株式会社","","","","","北海道北斗市久根別４丁目１番３２号","0490121","北海道","01","北斗市","236","久根別４丁目１番３２号","301","12","0","","","","","","","","","","","","","","2017-12-04","7440001008025","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7440001008149","株式会社和電設","カズデンセツ","","","","北海道札幌市清田区真栄一条２丁目２３番５－１０５号","0040831","北海道","01","札幌市清田区","110","真栄一条２丁目２３番５－１０５号","301","12","0","","","","","","","","","","","","","","2024-08-08","7440001008149","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7440001008363","株式会社設備企画","セツビキカク","","","","北海道函館市陣川町８０番地４","0410833","北海道","01","函館市","202","陣川町８０番地４","301","01","0","","","","","","","","","","","","","","2018-07-23","7440001008363","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
"7440001009543","株式会社大和設備","ダイワセツビ","","","","北海道亀田郡七飯町大川５丁目３９番１５号","0411122","北海道","01","亀田郡七飯町","337","大川５丁目３９番１５号","301","01","0","","","","","","","","","","","","","","2024-12-27","7440001009543","政府連携データ","","","","","","","","","","","","","法人番号公表サイト","","","","","","","","","","","","","日次","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","","","2025-12-05","","","","","","","","","","","",""
